"Firstname","Lastname","gender","Party","Organization","Job","Date_Start","Date_End","Classification","Interval","Income_Min","Income_Max","Edit_URL"
"Max","Straubinger","male","CSU","Allianz Beratungs- und Vertriebs AG","Generalvertreter","1/1/2015 0:00:00","","9","0","""150,000""","""250,000""","https://www.abgeordnetenwatch.de/node/179560/edit"
"Max","Straubinger","male","CSU","Allianz Beratungs- und Vertriebs AG","Generalvertreter","1/1/2016 0:00:00","","9","0","""150,000""","""250,000""","https://www.abgeordnetenwatch.de/node/179561/edit"
"Max","Straubinger","male","CSU","Allianz Beratungs- und Vertriebs AG","Generalvertreter","1/1/2017 0:00:00","","7","0","""75,000""","""100,000""","https://www.abgeordnetenwatch.de/node/179562/edit"
"Max","Straubinger","male","CSU","Münchener und Magdeburger Agrarversicherung AG","Vertreter","","","","0","","","https://www.abgeordnetenwatch.de/node/179564/edit"
"Max","Straubinger","male","CSU","Landkreis Dingolfing-Landau","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179566/edit"
"Max","Straubinger","male","CSU","Sparkassenverband Bayern","Mitglied des Beirates für sparkassenpolitische Grundsatzfragen","","","","0","","","https://www.abgeordnetenwatch.de/node/179567/edit"
"Max","Straubinger","male","CSU","Deutsches Institut für Reines Bier e.V.","Präsident","","","","0","","","https://www.abgeordnetenwatch.de/node/179569/edit"
"Max","Straubinger","male","CSU","Versicherungsombudsmann e.V.","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179571/edit"
"Matthäus","Strebl","male","CSU","Christlicher Gewerkschaftsbund Deutschlands (CGB)","Bundesvorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/176951/edit"
"Karin","Strenz","female","CDU","Beratung","Line M-Trade GmbH","1/1/2015 0:00:00","12/31/2015 0:00:00","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/176986/edit"
"Karin","Strenz","female","CDU","Karin Strenz GbR","","","12/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176987/edit"
"Lena","Strothmann","female","CDU","Handwerksbau AG","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178485/edit"
"Lena","Strothmann","female","CDU","Signal Iduna Unfallversicherung a.G.","Mitglied des Aufsichtsrates","","","4","12","""45,000""","""90,000""","https://www.abgeordnetenwatch.de/node/178487/edit"
"Lena","Strothmann","female","CDU","Verlagsanstalt Handwerk GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178488/edit"
"Lena","Strothmann","female","CDU","Handwerkskammer Ostwestfalen-Lippe zu Bielefeld","Präsidentin","","","1","1","""42,000""","""147,000""","https://www.abgeordnetenwatch.de/node/178490/edit"
"Lena","Strothmann","female","CDU","Nordrhein-Westfälischer Handwerkstag (NWHT)","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178491/edit"
"Lena","Strothmann","female","CDU","Zentralverband des Deutschen Handwerks e.V. (ZDH)","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/178493/edit"
"Lena","Strothmann","female","CDU","Kleegräfe und Strothmann GmbH & Co KG","","","","","0","","","https://www.abgeordnetenwatch.de/node/178495/edit"
"Azize","Tank","female","DIE LINKE","Eberhard-Schultz-Stiftung für soziale Menschenrechte und Partizipation","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177340/edit"
"Azize","Tank","female","DIE LINKE","Förderverein Pangea-Haus e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177341/edit"
"Frank","Tempel","male","DIE LINKE","Gemeinde Saara","Mitglied des Gemeinderates","","","","0","","","https://www.abgeordnetenwatch.de/node/176954/edit"
"Harald","Terpe","male","DIE GRÜNEN","Hansestadt Rostock","Mitglied der Bürgerschaft","","","","0","","","https://www.abgeordnetenwatch.de/node/176885/edit"
"Harald","Terpe","male","DIE GRÜNEN","Ostseesparkasse Rostock","Mitglied der Verbandsversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/176886/edit"
"Michael","Thews","male","SPD","AWO Kreisverband Unna","Revisor","","","","0","","","https://www.abgeordnetenwatch.de/node/177772/edit"
"Michael","Thews","male","SPD","AWO Ortsverein Lünen-Nord","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/177773/edit"
"Michael","Thews","male","SPD","Bürgermeister-Harzer-Stiftung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177774/edit"
"Michael","Thews","male","SPD","Heinrich-Bußmann-Bildungs-Stiftung","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177775/edit"
"Franz","Thönnes","male","SPD","Deutsch-Norwegische Freundschaftsgesellschaft e.V.","Bundesvorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/177166/edit"
"Franz","Thönnes","male","SPD","Deutsch-Norwegische Gesellschaft","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177167/edit"
"Franz","Thönnes","male","SPD","Deutsch-Norwegisches Jugendforum","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177168/edit"
"Franz","Thönnes","male","SPD","Internationaler Bund - IB Nord","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177169/edit"
"Franz","Thönnes","male","SPD","Norwegisch-Deutsche Willy-Brandt-Stiftung","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177170/edit"
"Franz","Thönnes","male","SPD","Tafelstiftung Schleswig-Holstein","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177171/edit"
"Franz","Thönnes","male","SPD","Tausendfüßler Stiftung","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177172/edit"
"Franz","Thönnes","male","SPD","Verein zur Förderung der Norwegisch-Deutschen Willy-Brandt-Stiftung","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/177173/edit"
"Franz","Thönnes","male","SPD","Zentrum für Osteuropa- und internationale Studien (ZOIS)","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177174/edit"
"Astrid","Timmermann-Fechter","female","CDU","Sparkasse Vest","Stellv. Mitglied des Zweckverbandes","","3/15/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177260/edit"
"Astrid","Timmermann-Fechter","female","CDU","Stadt Marl","Ratsmitglied und Stellv. Bürgermeisterin","","3/15/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177261/edit"
"Astrid","Timmermann-Fechter","female","CDU","Theodor Fliedner Stiftung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177262/edit"
"Markus","Tressel","male","DIE GRÜNEN","Europaverband der Selbständigen - Deutschland e.V. (ESD)","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177270/edit"
"Markus","Tressel","male","DIE GRÜNEN","forum anders reisen e.V.","Mitglied des wissenschaftlichen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177272/edit"
"Markus","Tressel","male","DIE GRÜNEN","Gesellschaft zum Studium strukturpolitischer Fragen e.V.","Stellv. Vorsitzender des Beirates für Verkehr","","","","0","","","https://www.abgeordnetenwatch.de/node/177273/edit"
"Axel","Troost","male","DIE LINKE","Dau wat e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177160/edit"
"Axel","Troost","male","DIE LINKE","Institut Solidarische Moderne e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177161/edit"
"Axel","Troost","male","DIE LINKE","PIW Progress-Institut für Wirtschaftsforschung GmbH","","","","","0","","","https://www.abgeordnetenwatch.de/node/177162/edit"
"Alexander","Ulrich","male","DIE LINKE","Kreissparkasse Kaiserslautern","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177749/edit"
"Alexander","Ulrich","male","DIE LINKE","Landkreis Kaiserslautern","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/177750/edit"
"Oswin","Veith","male","CDU","GZW Gesundheitszentrum Wetterau gemeinnützige GmbH","Mitglied des Aufsichtsrates","","10/31/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177397/edit"
"Oswin","Veith","male","CDU","HLB Basis AG","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177398/edit"
"Oswin","Veith","male","CDU","MIEG Mittelhessische Energiegenossenschaft eG","Mitglied des Aufsichtsrates","","4/30/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177399/edit"
"Oswin","Veith","male","CDU","OVAG GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177400/edit"
"Oswin","Veith","male","CDU","OVVG GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177402/edit"
"Oswin","Veith","male","CDU","saascom GmbH","Vorsitzender des Unternehmerbeirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177403/edit"
"Oswin","Veith","male","CDU","ekom 21 - Kommunales Gebietsrechenzentrum Hessen","Mitglied des Verbandsvorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177404/edit"
"Oswin","Veith","male","CDU","Wetteraukreis","Kreisbeigeordneter","","","","0","","","https://www.abgeordnetenwatch.de/node/177405/edit"
"Oswin","Veith","male","CDU","Johanniter-Unfall-Hilfe e.V. Landesverband Hessen/Rheinland-Pfalz/Saar","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177406/edit"
"Oswin","Veith","male","CDU","Lachen Helfen e.V.","Mitglied des erweiterten Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177407/edit"
"Oswin","Veith","male","CDU","Verband der Reservisten der Deutschen Bundeswehr e.V.","Präsident","","","","0","","","https://www.abgeordnetenwatch.de/node/177409/edit"
"Julia","Verlinden","female","DIE GRÜNEN","Bundesverband BioEnergie e.V. (BBE)","Mitglied des Politischen/Wissenschaftlichen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178395/edit"
"Julia","Verlinden","female","DIE GRÜNEN","Bundesverband Erneuerbare Energie e.V. (BEE)","Stellv. Vorsitzende des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178397/edit"
"Julia","Verlinden","female","DIE GRÜNEN","Deutsche Unternehmensinitiative für Energieeffizienz e.V. - DENEFF","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178398/edit"
"Thomas","Viesehon","male","CDU","Hessischer Wasserverband Diemel","Mitglied der Verbandsversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/177631/edit"
"Thomas","Viesehon","male","CDU","Philippstiftung e.V.","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177632/edit"
"Michael","Vietz","male","CDU","Zentrum für Internationale Friedenseinsätze gemeinnützige GmbH (ZIF)","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178554/edit"
"Michael","Vietz","male","CDU","Auswärtiges Amt","Mitglied des Beirates Zivile Krisenprävention","","","","0","","","https://www.abgeordnetenwatch.de/node/178555/edit"
"Michael","Vietz","male","CDU","Landkreis Hameln-Pyrmont","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178556/edit"
"Michael","Vietz","male","CDU","Stadt Hameln","Mitglied des Stadtrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178557/edit"
"Kathrin","Vogler","female","DIE LINKE","Sozialpastorales Zentrum Petershof","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/176907/edit"
"Ute","Vogt","female","SPD","Bundesministerium für Wirtschaft und Energie","Mitglied der Kommission zur Überprüfung der Finanzierung des KFK","","","","0","","","https://www.abgeordnetenwatch.de/node/176755/edit"
"Ute","Vogt","female","SPD","Deutsche Lebens-Rettungs-Gesellschaft e.V. (DLRG)","Vizepräsidentin","","","","0","","","https://www.abgeordnetenwatch.de/node/176756/edit"
"Ute","Vogt","female","SPD","Deutsche Umweltstiftung","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/176757/edit"
"Ute","Vogt","female","SPD","Rotkreuz Stiftung Stuttgart","Stellv. Vorsitzende des Stiftungsvorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/176758/edit"
"Ute","Vogt","female","SPD","Stiftung Energie & Klimaschutz Baden-Württemberg","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/176759/edit"
"Dirk","Vöpel","male","SPD","Revierpark Vonderort GmbH","Mitglied des Verwaltungsrates","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177229/edit"
"Dirk","Vöpel","male","SPD","WFO Wirtschaftsförderung Oberhausen GmbH","Mitglied des Aufsichtsrates","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177230/edit"
"Dirk","Vöpel","male","SPD","Emschergenossenschaft","Mitglied der Genossenschaftsversammlung","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177231/edit"
"Dirk","Vöpel","male","SPD","Kreispolizeibehörde Oberhausen","Mitglied des Polizeibeirates","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177232/edit"
"Dirk","Vöpel","male","SPD","Regionalverband Ruhr","Mitglied der Verbandsversammlung","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177233/edit"
"Dirk","Vöpel","male","SPD","Regionalverband Ruhr","Mitglied des Betriebsausschusses der Route der Industriekultur","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177234/edit"
"Dirk","Vöpel","male","SPD","Regionalverband Ruhr","Mitglied des Betriebsausschusses der Eigenbetriebsähnlichen Einrichtung Ruhr Grün","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177235/edit"
"Dirk","Vöpel","male","SPD","Stadt Oberhausen","Mitglied des Rates der Stadt","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177239/edit"
"Dirk","Vöpel","male","SPD","Stadt Oberhausen","""Mitglied der Bezirksvertretung Alt-Oberhausen, Bezirksbürgermeister""","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177241/edit"
"Dirk","Vöpel","male","SPD","Stadt Oberhausen","Mitglied des Beirates des Stadtteil-Projekts Alt-Oberhausen (Projekt Teamcity)","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177243/edit"
"Dirk","Vöpel","male","SPD","Stadt Oberhausen","Mitglied des Beirates des Stadtteil-Projekts Lirich","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177244/edit"
"Doris","Wagner","female","DIE GRÜNEN","Treuhänderische Stiftung zur Unterstützung besonderer Härtefälle in der Bundeswehr und der ehemaligen NVA (Härtefall-Stiftung)","Mitglied des Stiftungsrate","","","","0","","","https://www.abgeordnetenwatch.de/node/177607/edit"
"Marco","Wanderwitz","male","CDU","SRM Sachsenring-Rennstrecken-Management GmbH","Stellv. Vorsitzender des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179575/edit"
"Marco","Wanderwitz","male","CDU","Tourismus und Sport GmbH Stausee Oberwald","Vorsitzender des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179577/edit"
"Marco","Wanderwitz","male","CDU","Volksbank Mittweida eG","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179578/edit"
"Marco","Wanderwitz","male","CDU","Wohnungsgesellschaft Hohenstein-Ernstthal mbH","Mitglied des Aufsichtsrates","","7/8/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179580/edit"
"Marco","Wanderwitz","male","CDU","Deutsche Welle","Mitglied des Rundfunkrates und Vorsitzender des Distributionsausschusses","","","","0","","","https://www.abgeordnetenwatch.de/node/179582/edit"
"Marco","Wanderwitz","male","CDU","FFA - Filmförderungsanstalt","Mitglied des Verwaltungsrates und des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/179583/edit"
"Marco","Wanderwitz","male","CDU","Landkreis Zwickau","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179585/edit"
"Marco","Wanderwitz","male","CDU","Stadt Hohenstein-Ernstthal","Mitglied des Stadtrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179586/edit"
"Marco","Wanderwitz","male","CDU","Zweckverband „Am Sachsenring“","Mitglied des Verbandsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179587/edit"
"Marco","Wanderwitz","male","CDU","Deutsch-Portugiesische Gesellschaft e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179589/edit"
"Marco","Wanderwitz","male","CDU","Förderverein Gedenkstätte Stollberg - Frauenhaftanstalt Hoheneck e.V.","Mitglied des Vorstandes","","11/7/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179590/edit"
"Marco","Wanderwitz","male","CDU","Gesellschaft zum Studium strukturpolitischer Fragen e.V.","""Vorsitzender des Beirates für Medien, Internet und Telekommunikation""","","","","0","","","https://www.abgeordnetenwatch.de/node/179592/edit"
"Marco","Wanderwitz","male","CDU","Initiative Südwestsachsen e.V","Mitglied des Vorstandes","","12/31/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179593/edit"
